title,tags,dates,text
UPDATE – Spain steps in with offer to host COP25 climate talks after Chile withdrawal,"Africa,Americas,Asia Pacific,Australia,Aviation/CORSIA,Bavardage,Canada,China,EMEA,EU ETS,International,Japan,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,New Zealand,Other APAC,REDD,Shipping,South & Central,South Korea,Switzerland,US,Voluntary Market","Published 16:02 on October 31, 2019  /  Last updated at 13:10 on November 1, 2019  /  ","Spain has offered to host this year’s UN climate talks in Madrid, Chilean President Sebastian Pinera said Thursday, after Chile pulled out due to ongoing protests in the country."
New York will not complete RGGI Model Rule update until 2020,"Americas,US","Published 21:12 on October 30, 2019  /  Last updated at 21:12 on October 30, 2019  /  ","New York’s Department of Environmental Conservation (DEC) will not finalise regulations to adopt the RGGI carbon market’s post-2020 Model Rule updates this year, and its timeline to publish a draft proposal remains hazy, sources said."
Chile pulls out of hosting COP25 climate talks amid protests,"Africa,Americas,Asia Pacific,Australia,Aviation/CORSIA,Bavardage,Canada,China,Climate Talks,EMEA,International,Japan,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,New Zealand,Other APAC,REDD,Shipping,South & Central,South Korea,Switzerland,US,Voluntary Market","Published 14:47 on October 30, 2019  /  Last updated at 00:22 on November 1, 2019  /  ","Chile has pulled out of hosting this year’s COP25 UN climate talks, as well as next month’s APEC Summit, President Sebastian Pinera announced on Wednesday, as a wave of violent riots continues to grip the country."
Virginia Democrats hold seat advantage ahead of pivotal election for RGGI entrance,"Americas,US","Published 13:52 on October 30, 2019  /  Last updated at 13:52 on October 30, 2019  /  ","Democrats are favoured to win control of the Virginia state legislature amid increased party enthusiasm and support from moderates and independents ahead of next week’s general election that could enable the state to join the RGGI ETS, according to a new study published this week."
"ANALYSIS: California offset spreads tightening as competition grows, views on invalidation shift","Americas,Canada,US","Published 21:13 on October 29, 2019  /  Last updated at 21:25 on January 30, 2020  /  ","WCI offset spreads are growing tighter as more Golden California Carbon Offset (G-CCO) sellers participate and stakeholders alter their views on how invalidation risk may influence prices, market participants and developers told Carbon Pulse."
UPDATE – LCFS Market: California prices push up against $210,"Americas,RINs & LCFS,US","Published 16:18 on October 29, 2019  /  Last updated at 21:16 on October 29, 2019  /  ","California Low Carbon Fuel Standard (LCFS) credit prices extended new records in recent days and came within striking distance of the $210 mark, just days ahead of the programme’s quarterly data release."
"DOJ lawsuit could have limited impact on California carbon prices, analysts say","Americas,Canada,US","Published 20:35 on October 28, 2019  /  Last updated at 20:35 on October 28, 2019  /  ","California Carbon Allowance (CCA) prices would decline amid reduced demand if the Trump Administration’s suit challenging the WCI linkage with Quebec spurs a bifurcated market, according to analysts."
California emitters searching for CCAs ahead of interim deadline,"Americas,Canada,US","Published 16:13 on October 28, 2019  /  Last updated at 16:13 on October 28, 2019  /  ","Small compliance entities are seeking out California Carbon Allowances (CCA) ahead of the interim compliance deadline later this week, but traders say the demand is having minimal impact on prices."
Argus parts ways with US carbon reporter,"Americas,Bavardage,Canada,RINs & LCFS,US","Published 10:00 on October 28, 2019  /  Last updated at 16:23 on October 28, 2019  /  ","Price reporting agency Argus Media has parted ways with its US emissions markets and policy reporter, who is to join the trading arm of an energy company, Carbon Pulse has learned."
"Successful California ETS lawsuit would have few market impacts, lawyers say","Americas,Canada,US","Published 20:23 on October 25, 2019  /  Last updated at 23:37 on October 25, 2019  /  ","California’s cap-and-trade programme would experience minimal impacts if the US Department of Justice (DOJ) prevailed in its challenge of the state’s WCI linkage with Quebec, lawyers told Carbon Pulse."
California carbon market lawsuit not deterring Oregon legislators’ ETS push,"Americas,Canada,US","Published 17:54 on October 25, 2019  /  Last updated at 21:26 on January 30, 2020  /  ","Oregon lawmakers will not alter their plans to pass a WCI-modelled carbon market bill next year in light of this week’s US Department of Justice (DOJ) lawsuit against California’s cap-and-trade linkage with Quebec, but the state could forgo linking with the Canadian province as the legal challenge shakes out."
BP makes $5 mln investment into US offset developer,"Americas,Bavardage,US,Voluntary Market","Published 14:28 on October 25, 2019  /  Last updated at 01:01 on October 26, 2019  /  ","Oil major BP has made a $5 million investment into a US-based developer to help grow its forestry offset business for voluntary carbon markets, the company announced Friday."
"NA Markets: California allowances plunge on lawsuit, RGGI slips on small volume","Americas,Canada,US","Published 22:28 on October 24, 2019  /  Last updated at 01:08 on October 26, 2019  /  ","California Carbon Allowance (CCA) prices declined significantly this week on the heels of a US Department of Justice lawsuit challenging the state’s carbon market linkage with Quebec, while RGGI Allowance (RGA) prices slid on small volume."
California offset issuances hit 1.5-year low ahead of interim compliance deadline,"Americas,Canada,US,Voluntary Market","Published 23:16 on October 23, 2019  /  Last updated at 01:55 on October 26, 2019  /  ","California regulator ARB granted under 89,000 offsets (CCOs) this week, marking its lowest weekly issuance since spring 2018, according to data released Wednesday."
"Trump administration sues California, WCI over Quebec cap-and-trade linkage","Americas,Canada,US","Published 14:15 on October 23, 2019  /  Last updated at 00:27 on October 26, 2019  /  ","The US Justice Department (DOJ) on Wednesday filed a lawsuit against California’s cap-and-trade programme linkage to the Canadian province of Quebec, claiming the WCI market link is unconstitutional because the state overstepped its authority."
New Jersey sets November deadline for facilities to finish RGGI onboarding,"Americas,US","Published 01:20 on October 23, 2019  /  Last updated at 01:30 on October 23, 2019  /  ","New Jersey’s Department of Environmental Protection (DEP) has set a November deadline for regulated entities to submit documents to the US EPA linking their emissions to the Northeast ETS’ registry, a spokesperson told Carbon Pulse."
California sees short-term tweaks to LCFS before more substantive amendments post-2020,"Americas,RINs & LCFS,US","Published 01:13 on October 23, 2019  /  Last updated at 01:35 on October 26, 2019  /  ","California regulator ARB plans to revise its life cycle analysis for its Low Carbon Fuel Standard (LCFS) early next decade, while potentially offering post-2030 carbon reduction goals by the mid-2020s, a state official said Tuesday."
"Liberal minority gov’t offers hope for Canadian climate policy, carbon pricing to stay the course","Americas,Canada,Carbon Taxes,International,US","Published 08:25 on October 22, 2019  /  Last updated at 00:46 on October 23, 2019  /  ","Canadian Prime Minister Justin Trudeau’s Liberals lost their parliamentary majority in Monday’s federal election but still exceeded many pollsters’ expectations, as a stronger showing by left-leaning parties could pressure a deeper commitment to climate ambition and stave off the oil and gas-centred demands of the resurgent Conservatives."
Climate Trust projecting 14% return from initial US offset fund,"Americas,Canada,International,US,Voluntary Market","Published 07:34 on October 22, 2019  /  Last updated at 00:52 on October 26, 2019  /  ","Project developer The Climate Trust’s first offset fund is projected to yield a 14% return, with the majority of that profit stemming from appreciation in value through California’s compliance market, the organisation said Monday."
